"final_hostname","final_ip","_time","final_ip_type","final_ip_subnet_network_type","final_ip_zone","final_ip_zone_location",metisCreatedDate,shortDescription,primarySupportGroup,primaryUsedBy
hl20054,"10.28.46.237","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","MAE Zeiss INV6821","ITM-PS-HlP CSG","Marco Schnitzhofer (HlP/COS2)"
"hl-z4650","10.28.46.242","2025-11-06T13:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Walter Messmaschine","ITM-PS-HlP CSG","Marco Schnitzhofer (HlP/COS2)"
na,"10.28.46.46","2025-10-22T07:00:00.000+0200","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Form Talysurf","Germany South East, Austria2",
hl22822,"10.28.47.160","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0047_SECURE_FLAECHENNETZ_WERK2_HL5XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","MAE Zeiss","ITM-PS-HlP CSG","Andreas Lienbacher (HlP/TEF1)"
skomm2,"10.33.113.13","2025-11-16T04:00:00.000+0100","Bosch Security Layer",Server,"LRSZ-SL4-NU8-2331-SERVER_NU8","DE_Nu8_Nuernberg","2025-10-01T03:49:11.000+00:00",,,"Sebastian.Schoebinger@de.bosch.com"
skomm2,"10.33.113.13","2025-11-16T04:00:00.000+0100","Bosch Security Layer",Server,"LRSZ-SL4-NU8-2331-SERVER_NU8","DE_Nu8_Nuernberg","2025-10-17T04:24:59.000+00:00",,,"Sebastian.Schoebinger@de.bosch.com"
nu8x1068,"10.33.114.6","2025-10-29T16:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-ACL-SL4-NU8-300_FERTIGUNGSNETZ_PRUEFSTAENDE","DE_Nu8_Nuernberg","2025-09-09T14:13:24.000+00:00","Moehwald EPS835W Pruefstand CP4","ITM-AA-KOSH CSG","Michael Lowak (KOSH/MOE1)"
nu8x1068,"10.33.114.6","2025-10-29T16:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-ACL-SL4-NU8-300_FERTIGUNGSNETZ_PRUEFSTAENDE","DE_Nu8_Nuernberg","2025-09-09T14:13:24.000+00:00","Moehwald EPS835W Pruefstand CP4","ITM-AA-KOSH CSG","Michael Lowak (KOSH/MOE1)"
arnrbcm02,"10.33.221.6","2025-11-16T13:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","SCCM DP for Location Arnstadt","ESX Server Service",
na,"10.34.213.130","2025-10-30T06:00:00.000+0100","Bosch Intranet",Office,NONE,NONE,,,,
hi0vmqmd1,"10.34.24.135","2025-11-08T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Virtual Server for scheduled reporting workflows","ESX Server Service",
hi0av007,"10.34.30.136","2025-11-17T03:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","New AV-Server in DE for Hi","ESX Server Service",
na,"10.34.91.238","2025-11-05T07:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HI-0136_HI470_FERTIGUNG_ANLAGEN_COSE","DE_Hi_Hildesheim","2025-09-09T14:13:24.000+00:00","final CI-CAT-Import INC000027232326","Germany North East5","Axel Drescher (SzP/COS2-Hi)"
rt020480,"10.38.116.167","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-626_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",2WISXK14,"ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
rt090991,"10.38.120.108","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-591_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",1DIKXP41,"ITM-AE-RT-RTP1 CSG","Falk Dietrich (RtP1/MSF-EN11)"
rt025800,"10.38.120.178","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-592_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",2SORXI96,"ITM-AE-RT-RTP1 CSG","Peter Egger (RtP1/MSF-PTI6)"
rt090992,"10.38.120.212","2025-10-22T11:00:00.000+0200","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-593_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","1BOWXT19_Anlagenrechner","ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
na,"10.38.120.246","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-593_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",1TREXI88,"ITM-AE-RT-RTP1 CSG","Peter Egger (RtP1/MSF-PTI6)"
"rt-x5904","10.38.120.26","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-590_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","3LASXL31_Anlagenrechner","ITM-AE-RT-RTP1 CSG","Andreas Hartlieb (RtP1/MSF-EN22)"
"rt-z6598","10.38.120.9","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-590_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","n\a","Germany Middle South1","Tobias Hertkorn (RtP1/MFI3)"
"rt-z9770","10.38.121.28","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-594_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","n\a","Germany Middle South1","Daniel Mauser (RtP1/MSF-EN23)"
rt025173,"10.38.121.78","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-595_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","1OFEXS26_Zellenrechner","ITM-AE-RT-RTP1 CSG","Falk Dietrich (RtP1/MSF-EN11)"
"rt-z3342","10.38.121.83","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-595_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Lenovo TC M55p Tower","Germany Middle South1","Tobias Hertkorn (RtP1/MFI3)"
"rt-z03zn","10.38.139.109","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-139_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","XENON_1_Gurter_1_SMP480_Leitrechner","ITM-AE-RT-RTP1 CSG","Kathrin Oesterle (RtP1/MSB-PS3)"
"rt-x5910","10.38.14.109","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_4_Grohmann","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z07cb","10.38.14.112","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_4_MMX_Kipptisch_Nr.11","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z07db","10.38.14.113","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_4_MMX_Premold_Funktionsprüfung_Nr.7","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z0nik","10.38.14.132","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen",,,,
"rt-z01si","10.38.14.133","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_3_MMX_Premold_Funktionspruefung_Nr.6","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z01sh","10.38.14.134","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_3_MMX_Premold_Kontaktiertest_Nr.6","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z4246","10.38.14.136","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestücken_2_MM3_Premold_Kontaktiertest_Nr.5","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-z036l","10.38.14.150","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_3_Grohmann","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-z036l","10.38.14.150","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestuecker_3_Grohmann","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-x7031","10.38.14.162","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestücker_5_MMX_Kipptisch_Nr.13","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-x7050","10.38.14.163","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestücker_5_Funktionstest","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-x7137","10.38.14.164","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Bestücker_5_Grohmann","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-x9354","10.38.14.175","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","MMX_Kipptisch_Nr.16","ITM-AE-RT-RTP1 CSG","Frank Wochner (RtP1/MSB-IS2)"
"rt-x00wf","10.38.14.46","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Kipptisch_3_Y-Achse_W050","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-x00wh","10.38.14.50","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Kipptisch_3_rechts","ITM-AE-RT-RTP1 CSG","Benjamin Hoffmann (RtP1/MSB-IS2)"
"rt-x4258","10.38.14.68","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Kipptisch_2_Abgleichen_2_X-Achse_W050","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
"rt-x4260","10.38.14.69","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-565_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Kipptisch_2_Abgleichen_2_Y-Achse_W050","ITM-AE-RT-RTP1 CSG","Johannes Hollkott (RtP1/MSB-IS1)"
rt0vm00384,"10.38.219.19","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","AECDB system","ESX Server Service",
"rt-gurter10","10.38.222.140","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-536_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","BOS_Unigurter_10","ITM-AE-RT-RTP1 CSG","Matthias Ruoff (RtP1/MSB-AS3)"
"rt-gurter17","10.38.222.153","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-536_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","BOS_Unigurter_17","ITM-AE-RT-RTP1 CSG","Matthias Ruoff (RtP1/MSB-AS3)"
"rt-gurter17","10.38.222.153","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-536_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","BOS_Unigurter_17","ITM-AE-RT-RTP1 CSG","Matthias Ruoff (RtP1/MSB-AS3)"
"rt-gurter22","10.38.222.163","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-536_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","BOS_Unigurter_22","ITM-AE-RT-RTP1 CSG","Matthias Ruoff (RtP1/MSB-AS3)"
"rt-gurter34","10.38.222.187","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-536_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","ICOS_Gurter_34","ITM-AE-RT-RTP1 CSG","Matthias Ruoff (RtP1/MSB-AS3)"
na,"10.38.50.69","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-517_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Burnin_Remote1","ITM-AE-RT-RTP1 CSG","Roland Ramm (RtP1/MSB-AS2)"
na,"10.38.50.75","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-517_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Burnin_BI14","ITM-AE-RT-RTP1 CSG","Roland Ramm (RtP1/MSB-AS2)"
na,"10.38.50.76","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-517_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Burnin_BI18","ITM-AE-RT-RTP1 CSG","Roland Ramm (RtP1/MSB-AS2)"
na,"10.38.50.78","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-517_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","Burnin_BI19","ITM-AE-RT-RTP1 CSG","Roland Ramm (RtP1/MSB-AS2)"
"rt-mm-tool-3insxn52","10.38.68.73","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-0798_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",3INSXN52,"ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
"rt-mm-tool-3insxn52","10.38.68.73","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-0798_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00",3INSXN52,"ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
rt090627,"10.38.84.165","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-598_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","QT35_Netzrechner","ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
rt091831,"10.38.84.166","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-598_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","QT35_2_Messrechner","ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
rt091446,"10.38.87.206","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-RT-617_RT-ITM-RTP1","DE_Rt_Reutlingen","2025-09-09T14:13:24.000+00:00","QF36_1","ITM-AE-RT-RTP1 CSG","Christian Renz (RtP1/MSF-PTI3)"
bh0vm00090,"10.41.230.167","2025-11-16T12:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Kemas_FSS","ESX Server Service",
"bf4-c-009kg","10.41.80.159","2025-10-28T03:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria3","Nikolas Raedler (BhP/MFO12-W320-A5)"
"bf4-c-009kg","10.41.80.159","2025-10-28T03:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria3","Nikolas Raedler (BhP/MFO12-W320-A5)"
"bh-c-0023p","10.41.80.190","2025-10-21T05:00:00.000+0200","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria3","Martin Birker (BhP/TEF4-TSE-011)"
abtv5404,"10.42.26.248","2025-11-16T12:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Kia-CC-DA-Scripte","XC IT Infrastructure CSG",
abtv5406,"10.42.27.195","2025-11-15T03:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Kia-CC-DA-Scripte","XC IT Infrastructure CSG",
htvvm01020,"10.43.16.43","2025-11-16T04:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-10-18T03:02:46.000+00:00","Win2025 new servers","ESX Server Service",
htvvm01021,"10.43.16.55","2025-10-28T02:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-10-18T03:02:46.000+00:00","Win2025 new servers","ESX Server Service",
ba0nc20002,"10.43.164.41","2025-11-18T15:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-956_VLAN-956-FERTIGUNG_BAU207_AKTOR_ENTWICKLUNG","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Technikum Nano-Focus","Germany North East2","Eugen Hohmann (BaP/MFE-ECR1)"
ba0x1212,"10.43.164.43","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-956_VLAN-956-FERTIGUNG_BAU207_AKTOR_ENTWICKLUNG","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Olympus UC30","Germany North East2","Eugen Hohmann (BaP/MFE-ECR1)"
ji3032,"10.43.8.32","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,,,,
ji3033,"10.43.8.33","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,,,,
ji3037,"10.43.8.37","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,,,,
ji3041,"10.43.8.41","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,,,,
ji3042,"10.43.8.42","2025-11-19T06:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,,,,
mc0gsc12,"10.43.91.24","2025-11-03T01:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-10T09:21:03.000+00:00","21418415 Videosrv Mc","x86 Hardware Operation",
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Ervin Benko (BCI/PAP-EAP3)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East1","Ralf Kattinger (HC-IN/ENG11)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South1","Miroslav Mihalec (RtP2/TEF23)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe2","Frantisek Dolejs (RBCB/TEF31.1)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Philipp Kraess (BMG-1DE/EMP11)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","WW ITFM ASSETS CSG","Pasquale Cocchiola (BCI/PAP-EAP4)"
"fe-z1n97","10.44.69.38","2025-11-18T09:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria3","Dennis Ganz (BhP/TEF-EAT16-BAS)"
se0av003,"10.46.152.64","2025-11-11T13:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","New AV-Server in DE for Se","ESX Server Service",
"lo-y1292","10.52.114.113","2025-11-18T15:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2703_LO2_MANUFACTURING-LINE-ZONE_B-204","DE_Lo_Lohr",,,,
"lo-m-918238-01","10.52.114.36","2025-11-17T15:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2703_LO2_MANUFACTURING-LINE-ZONE_B-204","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","IPC-2316-3","ITM-DC-Lo1-LoP1 CSG","Wolfgang Ascherfeld (LoP1/MFV32-4)"
"lo-x6119","10.52.114.46","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2703_LO2_MANUFACTURING-LINE-ZONE_B-204","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","n\a","Germany Middle North1","Wolfgang Ascherfeld (LoP1/MFV32-4)"
"lo-10630","10.52.114.47","2025-11-18T07:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2703_LO2_MANUFACTURING-LINE-ZONE_B-204","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","n\a","ITM-DC-Lo1-LoP1 CSG","Wolfgang Ascherfeld (LoP1/MFV32-4)"
"lo-x11133","10.52.124.126","2025-11-03T08:00:00.000+0100","Bosch Security Layer",Engineering,"ENZ-SL4-LO-2605_LO6_LO601-603-ENZ1-NE","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","Lo6-Lo-x11133-Control computer for EMC generator EM-Test","ITE-DC-Lo6-NE CSG","Thomas Voelker (DC-AE/PAD-SYS)"
"lo-x11622","10.52.124.190","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engineering,"ENZ-SL4-LO-2605_LO6_LO601-603-ENZ1-NE","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","Lo6-IPC-Lo-X11622-xp01-Visula Layout Editor w. CR5000 f. circuit drawing CAD system f. Zuken","ITE-DC-Lo6-NE CSG","Tim Amersbach (DC-AE/EEO)"
"lo-x11622_xp01","10.52.124.44","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engineering,"ENZ-SL4-LO-2605_LO6_LO601-603-ENZ1-NE","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","Lo6-PC-LO-X11622_xp01-Visula Layout Editor w. CR5000 f. circuit drawing CAD system f. Zuken","ITE-DC-Lo6-NE CSG","Tim Amersbach (DC-AE/EEO)"
"er-1120","10.52.132.6","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2703_LO6_FGA_IPC","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","LoP2/MOE22, Device Assembly, Data Provision","ITM-DC-LoP2 CSG","Hans-Peter Mohr (LoP2/MOE22)"
"lo-esv13","10.52.28.150","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Server,"ENZ-SL4-LO-2604_LO6_LO601-EPI1-SRV-NE","DE_Lo_Lohr",,,,
"er-1464","10.52.50.40","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2714_LO6_MANUFACTORING-LINE-ZONE_B-610","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","LoP2/MOE213, ICT, GenRad 2281","ITM-DC-LoP2 CSG","Rico Dingeldein (LoP2/MOE213)"
"er-z1080","10.52.50.53","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2714_LO6_MANUFACTORING-LINE-ZONE_B-610","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","LOP2/MOE223, ICT, Test Station","ITM-DC-LoP2 CSG","Rico Dingeldein (LoP2/MOE213)"
"lo-y1039","10.52.53.32","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2712_LO6_MANUFACTORING-LINE-ZONE_B-608","DE_Lo_Lohr","2025-09-09T14:13:24.000+00:00","Schleich Tester (lo-y1039)","ITM-DC-LoP2 CSG","Jochen Schaefer (DC-AE/SVC421)"
"lo-y1242","10.52.97.49","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2702_LO1_MANUFACTORING-LINE-ZONE_B-101","DE_Lo_Lohr",,,,
"lo-x3146","10.52.98.44","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2706_LO1_MANUFACTURING-LINE-ZONE_B-102_AND_B-103","DE_Lo_Lohr","2025-09-15T03:04:33.000+00:00",,,
"lo-y1041","10.52.98.53","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-LO-2706_LO1_MANUFACTURING-LINE-ZONE_B-102_AND_B-103","DE_Lo_Lohr","2025-09-10T09:22:52.000+00:00",,,
